Date,Year,Day,Month,GroundName,Cost,TotalCustomers
17,2014,Monday,December,Ground4,950,13
18,2014,Sunday,December,Ground4,690,11
19,2014,Tuesday,December,Ground4,405,8
20,2014,Monday,December,Ground4,475,8
21,2014,Monday,December,Ground4,595,10
22,2014,Wednesday,December,Ground4,620,10
23,2014,Friday,December,Ground4,695,11
24,2014,Wednesday,December,Ground4,485,9
25,2014,Friday,December,Ground4,795,12
26,2014,Sunday,December,Ground4,1115,15
27,2014,Monday,December,Ground4,650,10
28,2014,Monday,December,Ground4,330,6
29,2014,Saturday,December,Ground4,895,14
30,2014,Saturday,December,Ground4,980,15
1,2015,Monday,January,Ground1,795,12
2,2015,Tuesday,January,Ground1,765,13
3,2015,Tuesday,January,Ground1,375,7
4,2015,Thursday,January,Ground1,475,7
5,2015,Wednesday,January,Ground1,835,14
6,2015,Tuesday,January,Ground1,830,12
7,2015,Monday,January,Ground1,605,9
8,2015,Tuesday,January,Ground1,660,11
9,2015,Sunday,January,Ground1,1170,19
10,2015,Saturday,January,Ground1,810,13
11,2015,Sunday,January,Ground1,940,14
12,2015,Wednesday,January,Ground1,990,14
13,2015,Tuesday,January,Ground1,915,14
14,2015,Monday,January,Ground1,1125,16
15,2015,Tuesday,January,Ground1,810,11
16,2015,Sunday,January,Ground1,955,14
17,2015,Friday,January,Ground1,495,8
18,2015,Monday,January,Ground1,675,12
19,2015,Sunday,January,Ground1,1235,17
20,2015,Saturday,January,Ground1,640,10
21,2015,Monday,January,Ground1,490,7
22,2015,Sunday,January,Ground1,870,13
23,2015,Thursday,January,Ground1,1015,16
24,2015,Thursday,January,Ground1,670,10
25,2015,Tuesday,January,Ground1,435,8
26,2015,Monday,January,Ground1,725,10
27,2015,Saturday,January,Ground1,1210,19
28,2015,Monday,January,Ground1,835,14
29,2015,Sunday,January,Ground1,770,13
30,2015,Thursday,January,Ground1,440,7
1,2015,Tuesday,February,Ground1,995,15
2,2015,Monday,February,Ground1,1060,17
3,2015,Sunday,February,Ground1,1245,19
4,2015,Wednesday,February,Ground1,1455,20
5,2015,Friday,February,Ground1,1080,17
6,2015,Saturday,February,Ground1,1080,17
7,2015,Monday,February,Ground1,860,14
8,2015,Sunday,February,Ground1,1290,20
9,2015,Thursday,February,Ground1,1120,20
10,2015,Tuesday,February,Ground1,990,14
11,2015,Thursday,February,Ground1,1130,18
12,2015,Tuesday,February,Ground1,1340,20
13,2015,Wednesday,February,Ground1,1495,21
14,2015,Monday,February,Ground1,1045,16
15,2015,Tuesday,February,Ground1,1020,16
16,2015,Wednesday,February,Ground1,1045,17
17,2015,Sunday,February,Ground1,1290,19
18,2015,Wednesday,February,Ground1,1035,18
19,2015,Tuesday,February,Ground1,935,13
20,2015,Wednesday,February,Ground1,1080,17
21,2015,Monday,February,Ground1,825,14
22,2015,Sunday,February,Ground1,1045,16
23,2015,Wednesday,February,Ground1,1065,15
24,2015,Monday,February,Ground1,1285,18
25,2015,Saturday,February,Ground1,1100,18
26,2015,Tuesday,February,Ground1,800,13
27,2015,Wednesday,February,Ground1,1365,19
28,2015,Monday,February,Ground1,1285,19
29,2015,Friday,February,Ground1,895,15
30,2015,Monday,February,Ground1,840,16
1,2015,Wednesday,March,Ground1,840,16
2,2015,Wednesday,March,Ground1,770,13
3,2015,Tuesday,March,Ground1,1345,19
4,2015,Wednesday,March,Ground1,1275,19
5,2015,Sunday,March,Ground1,1060,18
6,2015,Friday,March,Ground1,940,15
7,2015,Monday,March,Ground1,1175,18
8,2015,Thursday,March,Ground1,875,15
9,2015,Monday,March,Ground1,890,14
10,2015,Friday,March,Ground1,1130,17
11,2015,Tuesday,March,Ground1,1075,17
12,2015,Thursday,March,Ground1,1145,17
13,2015,Saturday,March,Ground1,1065,18
14,2015,Monday,March,Ground1,1145,18
15,2015,Thursday,March,Ground1,1335,20
16,2015,Thursday,March,Ground1,1095,18
17,2015,Wednesday,March,Ground1,835,13
18,2015,Sunday,March,Ground1,1150,17
19,2015,Thursday,March,Ground1,900,16
20,2015,Sunday,March,Ground1,1370,21
21,2015,Monday,March,Ground1,985,18
22,2015,Thursday,March,Ground1,1040,15
23,2015,Monday,March,Ground1,810,15
24,2015,Monday,March,Ground1,970,15
25,2015,Monday,March,Ground1,1165,19
26,2015,Sunday,March,Ground1,1165,19
27,2015,Thursday,March,Ground1,1000,16
28,2015,Monday,March,Ground1,1060,16
29,2015,Tuesday,March,Ground1,1055,17
30,2015,Friday,March,Ground1,1250,18
1,2015,Thursday,April,Ground1,1580,23
2,2015,Wednesday,April,Ground1,1360,19
3,2015,Saturday,April,Ground1,2085,30
4,2015,Friday,April,Ground1,1635,27
5,2015,Friday,April,Ground1,1470,24
6,2015,Saturday,April,Ground1,1310,21
7,2015,Monday,April,Ground1,1890,28
8,2015,Sunday,April,Ground1,1975,30
9,2015,Wednesday,April,Ground1,1800,27
10,2015,Tuesday,April,Ground1,1420,20
11,2015,Sunday,April,Ground1,1540,24
12,2015,Thursday,April,Ground1,1730,27
13,2015,Wednesday,April,Ground1,1895,28
14,2015,Monday,April,Ground1,1715,25
15,2015,Thursday,April,Ground1,1735,26
16,2015,Tuesday,April,Ground1,1680,25
17,2015,Wednesday,April,Ground1,1395,22
18,2015,Monday,April,Ground1,1890,27
19,2015,Friday,April,Ground1,1360,22
20,2015,Monday,April,Ground1,1940,27
21,2015,Monday,April,Ground1,1575,23
22,2015,Tuesday,April,Ground1,1405,23
23,2015,Wednesday,April,Ground1,1685,26
24,2015,Saturday,April,Ground1,1355,22
25,2015,Monday,April,Ground1,1900,28
26,2015,Wednesday,April,Ground1,1785,26
27,2015,Thursday,April,Ground1,1340,21
28,2015,Monday,April,Ground1,1515,22
29,2015,Monday,April,Ground1,1995,29
30,2015,Monday,April,Ground1,1715,28
1,2015,Friday,May,Ground1,1450,22
2,2015,Monday,May,Ground1,1245,19
3,2015,Saturday,May,Ground1,2205,32
4,2015,Saturday,May,Ground1,1155,21
5,2015,Wednesday,May,Ground1,1600,24
6,2015,Saturday,May,Ground1,2055,31
7,2015,Monday,May,Ground1,1510,25
8,2015,Thursday,May,Ground1,1235,19
9,2015,Tuesday,May,Ground1,1860,29
10,2015,Monday,May,Ground1,1370,23
11,2015,Friday,May,Ground1,1560,25
12,2015,Tuesday,May,Ground1,1455,24
13,2015,Saturday,May,Ground1,1830,26
14,2015,Monday,May,Ground1,1465,25
15,2015,Thursday,May,Ground1,1825,28
16,2015,Saturday,May,Ground1,2190,32
17,2015,Wednesday,May,Ground1,1745,28
18,2015,Thursday,May,Ground1,1770,26
19,2015,Sunday,May,Ground1,1855,28
20,2015,Tuesday,May,Ground1,1675,25
21,2015,Monday,May,Ground1,1470,23
22,2015,Tuesday,May,Ground1,1450,24
23,2015,Friday,May,Ground1,1545,24
24,2015,Sunday,May,Ground1,1520,25
25,2015,Saturday,May,Ground1,1680,25
26,2015,Tuesday,May,Ground1,2010,29
27,2015,Monday,May,Ground1,1030,19
28,2015,Monday,May,Ground1,1695,28
29,2015,Sunday,May,Ground1,1830,29
30,2015,Monday,May,Ground1,1200,20
1,2015,Saturday,June,Ground1,2170,33
2,2015,Tuesday,June,Ground1,2265,31
3,2015,Sunday,June,Ground1,2090,28
4,2015,Thursday,June,Ground1,1460,26
5,2015,Sunday,June,Ground1,1655,25
6,2015,Friday,June,Ground1,1375,21
7,2015,Monday,June,Ground1,1760,26
8,2015,Friday,June,Ground1,1790,26
9,2015,Tuesday,June,Ground1,1880,28
10,2015,Friday,June,Ground1,1895,26
11,2015,Wednesday,June,Ground1,1720,27
12,2015,Friday,June,Ground1,1335,23
13,2015,Sunday,June,Ground1,1750,26
14,2015,Monday,June,Ground1,1430,21
15,2015,Sunday,June,Ground1,1730,27
16,2015,Thursday,June,Ground1,1865,27
17,2015,Tuesday,June,Ground1,1200,18
18,2015,Saturday,June,Ground1,2095,30
19,2015,Saturday,June,Ground1,1520,22
20,2015,Monday,June,Ground1,1475,24
21,2015,Monday,June,Ground1,2105,30
22,2015,Tuesday,June,Ground1,1285,21
23,2015,Saturday,June,Ground1,1840,27
24,2015,Tuesday,June,Ground1,1310,20
25,2015,Sunday,June,Ground1,1865,31
26,2015,Thursday,June,Ground1,1660,25
27,2015,Friday,June,Ground1,1710,27
28,2015,Monday,June,Ground1,2095,31
29,2015,Wednesday,June,Ground1,1480,25
30,2015,Sunday,June,Ground1,2170,31
1,2015,Sunday,July,Ground1,1835,25
2,2015,Sunday,July,Ground1,1760,25
3,2015,Wednesday,July,Ground1,1935,28
4,2015,Thursday,July,Ground1,1490,23
5,2015,Saturday,July,Ground1,1945,31
6,2015,Saturday,July,Ground1,1470,21
7,2015,Monday,July,Ground1,1925,30
8,2015,Tuesday,July,Ground1,1465,23
9,2015,Wednesday,July,Ground1,1605,27
10,2015,Tuesday,July,Ground1,1830,26
11,2015,Wednesday,July,Ground1,1890,29
12,2015,Monday,July,Ground1,1835,29
13,2015,Monday,July,Ground1,1515,22
14,2015,Monday,July,Ground1,1740,24
15,2015,Wednesday,July,Ground1,1630,25
16,2015,Sunday,July,Ground1,1795,28
17,2015,Friday,July,Ground1,1680,26
18,2015,Wednesday,July,Ground1,1850,27
19,2015,Friday,July,Ground1,1865,28
20,2015,Tuesday,July,Ground1,1550,22
21,2015,Monday,July,Ground1,1450,22
22,2015,Monday,July,Ground1,1765,28
23,2015,Saturday,July,Ground1,2145,30
24,2015,Thursday,July,Ground1,1755,29
25,2015,Monday,July,Ground1,1760,27
26,2015,Friday,July,Ground1,1520,26
27,2015,Thursday,July,Ground1,1295,20
28,2015,Monday,July,Ground1,1600,24
29,2015,Wednesday,July,Ground1,1565,25
30,2015,Sunday,July,Ground1,1550,23
1,2015,Monday,August,Ground1,525,8
2,2015,Monday,August,Ground1,0,1
3,2015,Monday,August,Ground1,450,7
4,2015,Thursday,August,Ground1,350,5
5,2015,Sunday,August,Ground1,575,9
6,2015,Sunday,August,Ground1,480,9
7,2015,Monday,August,Ground1,240,5
8,2015,Friday,August,Ground1,155,3
9,2015,Friday,August,Ground1,270,5
10,2015,Saturday,August,Ground1,180,3
11,2015,Tuesday,August,Ground1,0,0
12,2015,Thursday,August,Ground1,0,1
13,2015,Saturday,August,Ground1,260,5
14,2015,Monday,August,Ground1,180,3
15,2015,Wednesday,August,Ground1,280,5
16,2015,Tuesday,August,Ground1,115,3
17,2015,Sunday,August,Ground1,410,7
18,2015,Thursday,August,Ground1,475,7
19,2015,Wednesday,August,Ground1,105,3
20,2015,Saturday,August,Ground1,190,4
21,2015,Monday,August,Ground1,90,2
22,2015,Tuesday,August,Ground1,180,4
23,2015,Sunday,August,Ground1,345,5
24,2015,Saturday,August,Ground1,240,4
25,2015,Saturday,August,Ground1,360,7
26,2015,Wednesday,August,Ground1,0,1
27,2015,Tuesday,August,Ground1,270,4
28,2015,Monday,August,Ground1,445,7
29,2015,Sunday,August,Ground1,445,8
30,2015,Monday,August,Ground1,135,3
1,2015,Tuesday,September,Ground1,420,8
2,2015,Monday,September,Ground1,330,7
3,2015,Friday,September,Ground1,235,4
4,2015,Saturday,September,Ground1,535,8
5,2015,Monday,September,Ground1,0,1
6,2015,Monday,September,Ground1,195,4
7,2015,Monday,September,Ground1,50,2
8,2015,Tuesday,September,Ground1,140,3
9,2015,Friday,September,Ground1,135,3
10,2015,Sunday,September,Ground1,345,6
11,2015,Sunday,September,Ground1,90,2
12,2015,Saturday,September,Ground1,675,11
13,2015,Friday,September,Ground1,355,6
14,2015,Monday,September,Ground1,270,5
15,2015,Friday,September,Ground1,245,4
16,2015,Sunday,September,Ground1,835,12
17,2015,Saturday,September,Ground1,170,3
18,2015,Tuesday,September,Ground1,305,5
19,2015,Sunday,September,Ground1,200,4
20,2015,Friday,September,Ground1,70,2
21,2015,Monday,September,Ground1,405,7
22,2015,Sunday,September,Ground1,425,9
23,2015,Wednesday,September,Ground1,100,3
24,2015,Sunday,September,Ground1,505,8
25,2015,Monday,September,Ground1,285,5
26,2015,Sunday,September,Ground1,520,8
27,2015,Monday,September,Ground1,155,4
28,2015,Monday,September,Ground1,205,4
29,2015,Thursday,September,Ground1,190,4
30,2015,Sunday,September,Ground1,515,9
1,2015,Wednesday,October,Ground1,855,13
2,2015,Thursday,October,Ground1,755,12
3,2015,Saturday,October,Ground1,410,8
4,2015,Monday,October,Ground1,340,7
5,2015,Wednesday,October,Ground1,725,10
6,2015,Saturday,October,Ground1,715,12
7,2015,Monday,October,Ground1,705,11
8,2015,Thursday,October,Ground1,845,14
9,2015,Saturday,October,Ground1,520,10
10,2015,Sunday,October,Ground1,540,10
11,2015,Tuesday,October,Ground1,650,11
12,2015,Tuesday,October,Ground1,820,12
13,2015,Thursday,October,Ground1,535,9
14,2015,Monday,October,Ground1,700,11
15,2015,Thursday,October,Ground1,800,12
16,2015,Tuesday,October,Ground1,450,8
17,2015,Monday,October,Ground1,930,15
18,2015,Monday,October,Ground1,1150,16
19,2015,Saturday,October,Ground1,850,13
20,2015,Wednesday,October,Ground1,480,8
21,2015,Monday,October,Ground1,825,13
22,2015,Saturday,October,Ground1,915,15
23,2015,Monday,October,Ground1,475,8
24,2015,Monday,October,Ground1,955,13
25,2015,Sunday,October,Ground1,1150,16
26,2015,Saturday,October,Ground1,955,14
27,2015,Tuesday,October,Ground1,860,14
28,2015,Monday,October,Ground1,640,9
29,2015,Tuesday,October,Ground1,430,8
30,2015,Monday,October,Ground1,1090,15
1,2015,Thursday,November,Ground1,650,11
2,2015,Sunday,November,Ground1,880,13
3,2015,Tuesday,November,Ground1,565,9
4,2015,Friday,November,Ground1,730,12
5,2015,Sunday,November,Ground1,840,14
6,2015,Tuesday,November,Ground1,675,11
7,2015,Monday,November,Ground1,525,10
8,2015,Wednesday,November,Ground1,335,6
9,2015,Thursday,November,Ground1,730,11
10,2015,Wednesday,November,Ground1,695,12
11,2015,Wednesday,November,Ground1,700,12
12,2015,Sunday,November,Ground1,1195,18
13,2015,Friday,November,Ground1,945,15
14,2015,Monday,November,Ground1,495,9
15,2015,Tuesday,November,Ground1,580,10
16,2015,Friday,November,Ground1,900,14
17,2015,Friday,November,Ground1,505,9
18,2015,Friday,November,Ground1,655,12
19,2015,Sunday,November,Ground1,740,13
20,2015,Wednesday,November,Ground1,530,8
21,2015,Monday,November,Ground1,465,7
22,2015,Sunday,November,Ground1,550,10
23,2015,Friday,November,Ground1,745,11
24,2015,Wednesday,November,Ground1,925,14
25,2015,Thursday,November,Ground1,945,15
26,2015,Monday,November,Ground1,1090,16
27,2015,Sunday,November,Ground1,755,12
28,2015,Monday,November,Ground1,935,15
29,2015,Monday,November,Ground1,605,10
30,2015,Friday,November,Ground1,300,6
1,2015,Friday,December,Ground1,455,7
2,2015,Saturday,December,Ground1,720,14
3,2015,Friday,December,Ground1,725,12
4,2015,Wednesday,December,Ground1,815,11
5,2015,Tuesday,December,Ground1,935,16
6,2015,Sunday,December,Ground1,925,14
7,2015,Monday,December,Ground1,595,10
8,2015,Wednesday,December,Ground1,935,16
9,2015,Wednesday,December,Ground1,510,9
10,2015,Thursday,December,Ground1,655,10
11,2015,Tuesday,December,Ground1,650,10
12,2015,Thursday,December,Ground1,950,16
13,2015,Sunday,December,Ground1,1050,16
14,2015,Monday,December,Ground1,605,10
15,2015,Wednesday,December,Ground1,820,13
16,2015,Thursday,December,Ground1,425,7
17,2015,Friday,December,Ground1,515,8
18,2015,Monday,December,Ground1,690,11
19,2015,Tuesday,December,Ground1,1010,15
20,2015,Monday,December,Ground1,800,12
21,2015,Monday,December,Ground1,785,13
22,2015,Saturday,December,Ground1,1225,17
23,2015,Friday,December,Ground1,660,12
24,2015,Saturday,December,Ground1,660,11
25,2015,Saturday,December,Ground1,615,9
26,2015,Saturday,December,Ground1,915,15
27,2015,Monday,December,Ground1,755,12
28,2015,Monday,December,Ground1,545,10
29,2015,Wednesday,December,Ground1,555,9
30,2015,Wednesday,December,Ground1,845,13
1,2015,Monday,January,Ground2,660,10
2,2015,Friday,January,Ground2,1010,15
3,2015,Monday,January,Ground2,840,15
4,2015,Monday,January,Ground2,650,10
5,2015,Thursday,January,Ground2,530,9
6,2015,Sunday,January,Ground2,1015,14
7,2015,Monday,January,Ground2,555,9
8,2015,Tuesday,January,Ground2,440,8
9,2015,Monday,January,Ground2,525,9
10,2015,Thursday,January,Ground2,505,10
11,2015,Tuesday,January,Ground2,915,14
12,2015,Wednesday,January,Ground2,700,12
13,2015,Thursday,January,Ground2,995,15
14,2015,Monday,January,Ground2,860,13
15,2015,Saturday,January,Ground2,1045,17
16,2015,Friday,January,Ground2,590,11
17,2015,Wednesday,January,Ground2,980,15
18,2015,Monday,January,Ground2,775,11
19,2015,Tuesday,January,Ground2,905,13
20,2015,Wednesday,January,Ground2,720,13
21,2015,Monday,January,Ground2,595,10
22,2015,Wednesday,January,Ground2,580,10
23,2015,Friday,January,Ground2,620,10
24,2015,Sunday,January,Ground2,1145,17
25,2015,Tuesday,January,Ground2,1110,16
26,2015,Saturday,January,Ground2,875,15
27,2015,Monday,January,Ground2,710,12
28,2015,Monday,January,Ground2,475,8
29,2015,Monday,January,Ground2,570,11
30,2015,Sunday,January,Ground2,950,13
1,2015,Tuesday,February,Ground2,965,14
2,2015,Saturday,February,Ground2,1015,16
3,2015,Thursday,February,Ground2,1405,21
4,2015,Thursday,February,Ground2,1165,18
5,2015,Tuesday,February,Ground2,965,14
6,2015,Tuesday,February,Ground2,1345,21
7,2015,Monday,February,Ground2,1050,16
8,2015,Tuesday,February,Ground2,1065,18
9,2015,Sunday,February,Ground2,1510,24
10,2015,Sunday,February,Ground2,1495,23
11,2015,Friday,February,Ground2,1255,18
12,2015,Tuesday,February,Ground2,790,13
13,2015,Wednesday,February,Ground2,830,15
14,2015,Monday,February,Ground2,1245,19
15,2015,Friday,February,Ground2,1020,16
16,2015,Wednesday,February,Ground2,1370,21
17,2015,Friday,February,Ground2,1250,20
18,2015,Sunday,February,Ground2,1170,18
19,2015,Tuesday,February,Ground2,1185,15
20,2015,Monday,February,Ground2,1405,19
21,2015,Monday,February,Ground2,1235,19
22,2015,Friday,February,Ground2,1230,19
23,2015,Tuesday,February,Ground2,1110,17
24,2015,Sunday,February,Ground2,1470,20
25,2015,Sunday,February,Ground2,1360,20
26,2015,Friday,February,Ground2,1190,18
27,2015,Friday,February,Ground2,1165,18
28,2015,Monday,February,Ground2,1115,17
29,2015,Wednesday,February,Ground2,945,16
30,2015,Wednesday,February,Ground2,1120,17
1,2015,Wednesday,March,Ground2,975,16
2,2015,Wednesday,March,Ground2,1015,16
3,2015,Thursday,March,Ground2,1290,21
4,2015,Thursday,March,Ground2,1205,17
5,2015,Thursday,March,Ground2,1080,16
6,2015,Sunday,March,Ground2,880,14
7,2015,Monday,March,Ground2,1100,17
8,2015,Wednesday,March,Ground2,975,14
9,2015,Saturday,March,Ground2,1140,19
10,2015,Saturday,March,Ground2,1155,17
11,2015,Tuesday,March,Ground2,1075,16
12,2015,Saturday,March,Ground2,1400,21
13,2015,Tuesday,March,Ground2,1130,18
14,2015,Monday,March,Ground2,1235,20
15,2015,Saturday,March,Ground2,1385,20
16,2015,Thursday,March,Ground2,1005,17
17,2015,Sunday,March,Ground2,1165,19
18,2015,Wednesday,March,Ground2,745,14
19,2015,Wednesday,March,Ground2,990,17
20,2015,Saturday,March,Ground2,1455,21
21,2015,Monday,March,Ground2,1290,20
22,2015,Saturday,March,Ground2,1115,17
23,2015,Friday,March,Ground2,1170,19
24,2015,Saturday,March,Ground2,1565,23
25,2015,Friday,March,Ground2,1240,20
26,2015,Friday,March,Ground2,920,17
27,2015,Saturday,March,Ground2,1250,21
28,2015,Monday,March,Ground2,1100,19
29,2015,Friday,March,Ground2,1445,21
30,2015,Saturday,March,Ground2,1520,23
1,2015,Thursday,April,Ground2,1435,22
2,2015,Monday,April,Ground2,1505,22
3,2015,Monday,April,Ground2,2085,31
4,2015,Tuesday,April,Ground2,1585,23
5,2015,Saturday,April,Ground2,1790,27
6,2015,Wednesday,April,Ground2,1955,26
7,2015,Monday,April,Ground2,1815,28
8,2015,Sunday,April,Ground2,1545,23
9,2015,Wednesday,April,Ground2,1750,28
10,2015,Friday,April,Ground2,1220,18
11,2015,Saturday,April,Ground2,1570,24
12,2015,Thursday,April,Ground2,1935,29
13,2015,Monday,April,Ground2,1430,22
14,2015,Monday,April,Ground2,2065,29
15,2015,Monday,April,Ground2,1610,26
16,2015,Tuesday,April,Ground2,1685,27
17,2015,Tuesday,April,Ground2,1560,25
18,2015,Saturday,April,Ground2,2565,34
19,2015,Friday,April,Ground2,1845,26
20,2015,Thursday,April,Ground2,1880,27
21,2015,Monday,April,Ground2,1395,22
22,2015,Monday,April,Ground2,1675,24
23,2015,Friday,April,Ground2,1385,21
24,2015,Friday,April,Ground2,1690,27
25,2015,Sunday,April,Ground2,1655,25
26,2015,Tuesday,April,Ground2,1630,24
27,2015,Saturday,April,Ground2,1750,29
28,2015,Monday,April,Ground2,1990,29
29,2015,Monday,April,Ground2,1390,22
30,2015,Monday,April,Ground2,1600,25
1,2015,Friday,May,Ground2,1690,27
2,2015,Thursday,May,Ground2,1700,26
3,2015,Saturday,May,Ground2,1925,29
4,2015,Monday,May,Ground2,1995,31
5,2015,Thursday,May,Ground2,1730,26
6,2015,Thursday,May,Ground2,1635,25
7,2015,Monday,May,Ground2,1870,28
8,2015,Sunday,May,Ground2,2110,31
9,2015,Friday,May,Ground2,1885,28
10,2015,Friday,May,Ground2,1315,20
11,2015,Sunday,May,Ground2,2250,31
12,2015,Thursday,May,Ground2,2210,32
13,2015,Friday,May,Ground2,1755,27
14,2015,Monday,May,Ground2,1635,26
15,2015,Friday,May,Ground2,1700,24
16,2015,Friday,May,Ground2,1560,23
17,2015,Thursday,May,Ground2,1455,22
18,2015,Monday,May,Ground2,1635,25
19,2015,Tuesday,May,Ground2,1810,29
20,2015,Monday,May,Ground2,1455,22
21,2015,Monday,May,Ground2,1725,27
22,2015,Saturday,May,Ground2,1760,23
23,2015,Wednesday,May,Ground2,1730,26
24,2015,Saturday,May,Ground2,1620,29
25,2015,Monday,May,Ground2,2165,32
26,2015,Tuesday,May,Ground2,1925,32
27,2015,Friday,May,Ground2,1795,27
28,2015,Monday,May,Ground2,1800,28
29,2015,Sunday,May,Ground2,1430,23
30,2015,Wednesday,May,Ground2,2250,31
1,2015,Saturday,June,Ground2,1655,25
2,2015,Sunday,June,Ground2,1715,26
3,2015,Saturday,June,Ground2,1770,25
4,2015,Saturday,June,Ground2,1865,30
5,2015,Saturday,June,Ground2,1915,28
6,2015,Tuesday,June,Ground2,1515,24
7,2015,Monday,June,Ground2,1725,28
8,2015,Sunday,June,Ground2,1515,24
9,2015,Friday,June,Ground2,1675,26
10,2015,Saturday,June,Ground2,1265,20
11,2015,Sunday,June,Ground2,2005,32
12,2015,Tuesday,June,Ground2,1585,25
13,2015,Friday,June,Ground2,1725,27
14,2015,Monday,June,Ground2,1405,21
15,2015,Sunday,June,Ground2,1685,25
16,2015,Sunday,June,Ground2,2140,33
17,2015,Saturday,June,Ground2,2060,29
18,2015,Monday,June,Ground2,1240,19
19,2015,Sunday,June,Ground2,1715,27
20,2015,Wednesday,June,Ground2,2010,27
21,2015,Monday,June,Ground2,1520,24
22,2015,Wednesday,June,Ground2,1785,29
23,2015,Monday,June,Ground2,1780,27
24,2015,Tuesday,June,Ground2,1395,22
25,2015,Monday,June,Ground2,1530,20
26,2015,Friday,June,Ground2,1510,23
27,2015,Sunday,June,Ground2,1855,28
28,2015,Monday,June,Ground2,1495,21
29,2015,Sunday,June,Ground2,1975,29
30,2015,Monday,June,Ground2,1495,21
1,2015,Sunday,July,Ground2,1910,31
2,2015,Friday,July,Ground2,1145,18
3,2015,Wednesday,July,Ground2,1475,22
4,2015,Monday,July,Ground2,1230,20
5,2015,Friday,July,Ground2,1875,27
6,2015,Wednesday,July,Ground2,1240,20
7,2015,Monday,July,Ground2,1310,19
8,2015,Friday,July,Ground2,1595,24
9,2015,Friday,July,Ground2,2000,31
10,2015,Sunday,July,Ground2,1530,25
11,2015,Saturday,July,Ground2,1270,22
12,2015,Monday,July,Ground2,1730,27
13,2015,Wednesday,July,Ground2,1440,23
14,2015,Monday,July,Ground2,1570,22
15,2015,Monday,July,Ground2,1795,26
16,2015,Tuesday,July,Ground2,1715,27
17,2015,Tuesday,July,Ground2,2060,31
18,2015,Tuesday,July,Ground2,1415,23
19,2015,Saturday,July,Ground2,1770,29
20,2015,Monday,July,Ground2,1470,23
21,2015,Monday,July,Ground2,1855,27
22,2015,Saturday,July,Ground2,1675,27
23,2015,Thursday,July,Ground2,2070,32
24,2015,Wednesday,July,Ground2,1225,19
25,2015,Wednesday,July,Ground2,1160,18
26,2015,Tuesday,July,Ground2,1730,25
27,2015,Friday,July,Ground2,1260,21
28,2015,Monday,July,Ground2,1475,21
29,2015,Sunday,July,Ground2,1450,23
30,2015,Wednesday,July,Ground2,1525,22
1,2015,Monday,August,Ground2,260,4
2,2015,Sunday,August,Ground2,235,5
3,2015,Saturday,August,Ground2,470,8
4,2015,Monday,August,Ground2,180,4
5,2015,Tuesday,August,Ground2,295,5
6,2015,Thursday,August,Ground2,290,5
7,2015,Monday,August,Ground2,195,4
8,2015,Thursday,August,Ground2,255,6
9,2015,Thursday,August,Ground2,510,8
10,2015,Monday,August,Ground2,520,9
11,2015,Friday,August,Ground2,380,6
12,2015,Friday,August,Ground2,550,9
13,2015,Sunday,August,Ground2,705,10
14,2015,Monday,August,Ground2,345,5
15,2015,Friday,August,Ground2,335,5
16,2015,Tuesday,August,Ground2,445,7
17,2015,Friday,August,Ground2,195,4
18,2015,Saturday,August,Ground2,775,11
19,2015,Tuesday,August,Ground2,245,5
20,2015,Thursday,August,Ground2,305,6
21,2015,Monday,August,Ground2,355,7
22,2015,Sunday,August,Ground2,210,5
23,2015,Tuesday,August,Ground2,480,8
24,2015,Monday,August,Ground2,0,1
25,2015,Monday,August,Ground2,155,3
26,2015,Thursday,August,Ground2,150,3
27,2015,Saturday,August,Ground2,155,3
28,2015,Monday,August,Ground2,180,4
29,2015,Thursday,August,Ground2,95,3
30,2015,Friday,August,Ground2,490,8
1,2015,Tuesday,September,Ground2,375,6
2,2015,Thursday,September,Ground2,245,5
3,2015,Saturday,September,Ground2,705,12
4,2015,Wednesday,September,Ground2,0,1
5,2015,Sunday,September,Ground2,810,12
6,2015,Thursday,September,Ground2,315,6
7,2015,Monday,September,Ground2,165,4
8,2015,Thursday,September,Ground2,165,4
9,2015,Sunday,September,Ground2,415,7
10,2015,Friday,September,Ground2,395,7
11,2015,Thursday,September,Ground2,45,2
12,2015,Saturday,September,Ground2,380,7
13,2015,Tuesday,September,Ground2,90,2
14,2015,Monday,September,Ground2,90,3
15,2015,Wednesday,September,Ground2,270,5
16,2015,Tuesday,September,Ground2,200,4
17,2015,Wednesday,September,Ground2,145,4
18,2015,Saturday,September,Ground2,115,3
19,2015,Thursday,September,Ground2,90,3
20,2015,Saturday,September,Ground2,380,7
21,2015,Monday,September,Ground2,220,4
22,2015,Thursday,September,Ground2,265,5
23,2015,Tuesday,September,Ground2,170,4
24,2015,Wednesday,September,Ground2,240,4
25,2015,Saturday,September,Ground2,665,10
26,2015,Thursday,September,Ground2,445,8
27,2015,Monday,September,Ground2,205,4
28,2015,Monday,September,Ground2,440,8
29,2015,Monday,September,Ground2,115,3
30,2015,Friday,September,Ground2,165,4
1,2015,Wednesday,October,Ground2,550,8
2,2015,Monday,October,Ground2,685,13
3,2015,Tuesday,October,Ground2,480,10
4,2015,Tuesday,October,Ground2,985,16
5,2015,Saturday,October,Ground2,620,9
6,2015,Sunday,October,Ground2,775,11
7,2015,Monday,October,Ground2,950,16
8,2015,Tuesday,October,Ground2,875,14
